Assay	UniProt	MR_outcomes	Beta
NAP1L4	Q99733	Total cholesterol levels	-0.0291
NBL1	P41271	Body mass index	0.0403
NBL1	P41271	Height	-0.0685
NBL1	P41271	Hypothyroidism/myxoedema	0.0106
NBL1	P41271	WHR	0.0608
NBL1	P41271	Waist circumference	0.0383
NCK2	O43639	Hip circumference	0.0359
NDE1	Q9NXR1	Low density lipoprotein cholesterol levels	-0.0466
NDST1	P52848	Body fat-free mass	0.022
NDST1	P52848	Omega-3 fatty acids	0.0676
NDST1	P52848	Phosphatidylcholines	0.0692
NDST1	P52848	Phosphoglycerides	0.0765
NDST1	P52848	Polyunsaturated fatty acids	0.0678
NDST1	P52848	Saturated fatty acids	0.0774
NDST1	P52848	Total cholines	0.0688
NDST1	P52848	Body fat-free mass	0.0384
NDST1	P52848	Height	0.0268
NDST1	P52848	Omega-3 fatty acids	0.113
NDST1	P52848	Phosphatidylcholines	0.119
NDST1	P52848	Phosphoglycerides	0.131
NDST1	P52848	Polyunsaturated fatty acids	0.116
NDST1	P52848	Saturated fatty acids	0.135
NDST1	P52848	Total cholines	0.118
NDST1	P52848	Body fat-free mass	0.0255
NDST1	P52848	Omega-3 fatty acids	0.0787
NDST1	P52848	Phosphatidylcholines	0.0863
NDST1	P52848	Phosphoglycerides	0.095
NDST1	P52848	Polyunsaturated fatty acids	0.0829
NDST1	P52848	Saturated fatty acids	0.0881
NDST1	P52848	Total cholines	0.0857
NEK7	Q8TDX7	C-reactive protein	0.0393
NEK7	Q8TDX7	Low density lipoprotein cholesterol levels	-0.0288
NEK7	Q8TDX7	Pulse pressure	-0.402
NEK7	Q8TDX7	Total cholesterol levels	-0.0301
NEK7	Q8TDX7	Low density lipoprotein cholesterol levels	-0.0744
NEK7	Q8TDX7	Total cholesterol levels	-0.0652
NEK7	Q8TDX7	Low density lipoprotein cholesterol levels	-0.045
NEK7	Q8TDX7	Pulse pressure	-0.628
NEK7	Q8TDX7	Total cholesterol levels	-0.047
NELL1	Q92832	Body fat mass	0.0199
NELL1	Q92832	Body fat percentage	0.0146
NELL1	Q92832	Body fat-free mass	0.00976
NELL1	Q92832	Body mass index	0.0197
NELL1	Q92832	Hip circumference	0.0178
NELL1	Q92832	Waist circumference	0.0166
NELL1	Q92832	Weight	0.0187
NELL1	Q92832	Body fat mass	0.0213
NELL1	Q92832	Body fat percentage	0.0156
NELL1	Q92832	Body fat-free mass	0.0104
NELL1	Q92832	Body mass index	0.0211
NELL1	Q92832	Hip circumference	0.019
NELL1	Q92832	Waist circumference	0.0178
NELL1	Q92832	Weight	0.02
NELL1	Q92832	Body mass index	0.0242
NEO1	Q92859	Body fat mass	-0.0287
NEO1	Q92859	Body fat percentage	-0.0299
NEO1	Q92859	High density lipoprotein cholesterol levels	0.0186
NEO1	Q92859	Triglycerides	-0.0241
NEO1	Q92859	WHR	-0.0278
NEO1	Q92859	Body fat percentage	-0.0495
NEO1	Q92859	Educational attainment	0.0323
NEO1	Q92859	High density lipoprotein cholesterol levels	0.0309
NEO1	Q92859	Triglycerides	-0.0399
NEO1	Q92859	WHR	-0.0461
NEO1	Q92859	Atrial fibrillation	0.397
NEO1	Q92859	Triglycerides	-0.103
NFKB1	P19838	C-reactive protein	-0.165
NFKB1	P19838	Height	0.133
NFKB1	P19838	Inflammatory bowel disease	0.705
NFKB1	P19838	Non-HDL cholesterol levels	0.121
NFKB1	P19838	Type 1 diabetes	-0.861
NFKB1	P19838	Ulcerative colitis	1.51
NFKB1	P19838	Vitamin D	-0.122
NFKB1	P19838	C-reactive protein	-0.0769
NFKB1	P19838	Hayfever/allergic rhinitis	0.0155
NFKB1	P19838	Height	0.0546
NFKB1	P19838	Inflammatory bowel disease	0.314
NFKB1	P19838	Low density lipoprotein cholesterol levels	0.0426
NFKB1	P19838	Non-HDL cholesterol levels	0.0532
NFKB1	P19838	Type 1 diabetes	-0.409
NFKB1	P19838	Ulcerative colitis	0.673
NFKB1	P19838	Vitamin D	-0.0549
NFKB1	P19838	C-reactive protein	-0.0885
NFKB1	P19838	Hayfever/allergic rhinitis	0.02
NFKB1	P19838	Height	0.0703
NFKB1	P19838	Low density lipoprotein cholesterol levels	0.0569
NFKB1	P19838	Non-HDL cholesterol levels	0.0705
NFKB1	P19838	Primary sclerosing cholangitis	1.08
NFKB1	P19838	Total cholesterol levels	0.0761
NFKB1	P19838	Type 2 diabetes	-0.27
NFKB1	P19838	Ulcerative colitis	0.722
NFU1	Q9UMS0	Body fat-free mass	-0.0594
NFU1	Q9UMS0	Low density lipoprotein cholesterol levels	0.0442
NFU1	Q9UMS0	Total cholesterol levels	0.0466
NFU1	Q9UMS0	Weight	-0.0823
NFU1	Q9UMS0	Body fat mass	-0.0265
NFU1	Q9UMS0	Body fat-free mass	-0.0235
NFU1	Q9UMS0	Low density lipoprotein cholesterol levels	0.0175
NFU1	Q9UMS0	Total cholesterol levels	0.0184
NFU1	Q9UMS0	Weight	-0.0325
NFU1	Q9UMS0	Body fat mass	-0.0618
NFU1	Q9UMS0	Body fat-free mass	-0.0548
NFU1	Q9UMS0	Total cholesterol levels	0.043
NFU1	Q9UMS0	Weight	-0.076
NID2	Q14112	Apolipoprotein A1	0.0136
NID2	Q14112	High density lipoprotein cholesterol levels	0.0127
NID2	Q14112	Triglycerides	-0.0101
NID2	Q14112	WHR	-0.0152
NID2	Q14112	High density lipoprotein cholesterol levels	0.0206
NID2	Q14112	Triglycerides	-0.0203
NIT2	Q9NQR4	Educational attainment	0.0732
NIT2	Q9NQR4	Educational attainment	0.124
NLGN1	Q8N2Q7	Body mass index	0.0427
NMRK1	Q9NWW6	Epilepsy (GGE)	0.0978
NOG	Q13253	Body fat-free mass	-0.0472
NOG	Q13253	Glomerular filtration rate (estimated)	0.00983
NOG	Q13253	Height	-0.142
NOG	Q13253	WHR	-0.0463
NOG	Q13253	Weight	-0.0516
NOS3	P29474	Body fat mass	0.245
NOS3	P29474	Body fat-free mass	0.368
NOS3	P29474	Body mass index	0.215
NOS3	P29474	Coronary artery disease	-0.443
NOS3	P29474	Diastolic blood pressure	-2.62
NOS3	P29474	Height	0.419
NOS3	P29474	Hip circumference	0.296
NOS3	P29474	Hypertension	-0.0672
NOS3	P29474	Stroke (cardioembolic stroke)	-1.45
NOS3	P29474	Waist circumference	0.257
NOS3	P29474	Weight	0.394
NOTCH3	Q9UM47	Squamous cell lung cancer	-0.627
NOTCH3	Q9UM47	WHR	-0.0432
NOTCH3	Q9UM47	Height	0.0616
NOTCH3	Q9UM47	Squamous cell lung cancer	-1.18
NOTCH3	Q9UM47	WHR	-0.0867
NOTCH3	Q9UM47	Squamous cell lung cancer	-1.26
NPTX1	Q15818	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	-0.0721
NPTX1	Q15818	Body fat mass	-0.0306
NPTX1	Q15818	Body fat percentage	-0.0197
NPTX1	Q15818	Body fat-free mass	-0.0168
NPTX1	Q15818	Body mass index	-0.0333
NPTX1	Q15818	Hip circumference	-0.0274
NPTX1	Q15818	Waist circumference	-0.0265
NPTX1	Q15818	Weight	-0.0286
NPTX1	Q15818	Body mass index	-0.0451
NPTX1	Q15818	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	-0.0778
NPTX1	Q15818	Body fat mass	-0.0334
NPTX1	Q15818	Body fat percentage	-0.0214
NPTX1	Q15818	Body fat-free mass	-0.0184
NPTX1	Q15818	Body mass index	-0.0361
NPTX1	Q15818	Hip circumference	-0.03
NPTX1	Q15818	Waist circumference	-0.029
NPTX1	Q15818	Weight	-0.0313
NPTX2	P47972	Height	-0.0347
NPTXR	O95502	Schizophrenia	0.093
NPTXR	O95502	Triglycerides	0.0109
NPTXR	O95502	Schizophrenia	0.112
NPTXR	O95502	Schizophrenia	0.12
NPTXR	O95502	Schizophrenia	0.0734
NQO1	P15559	High density lipoprotein cholesterol levels	-0.0305
NQO1	P15559	Urate	0.0489
NRCAM	Q92823	Diastolic blood pressure	-1.05
NRP1	O14786	Educational attainment	0.0182
NRP1	O14786	Educational attainment	0.023
NRXN3	Q9Y4C0	Body fat mass	0.0712
NRXN3	Q9Y4C0	Body fat percentage	0.0544
NRXN3	Q9Y4C0	Body mass index	0.0954
NRXN3	Q9Y4C0	Hip circumference	0.06
NRXN3	Q9Y4C0	Vitamin D	-0.0535
NRXN3	Q9Y4C0	Waist circumference	0.0538
NRXN3	Q9Y4C0	Weight	0.0583
NSFL1C	Q9UNZ2	Body mass index	0.201
NSFL1C	Q9UNZ2	Triglycerides	0.144
NSFL1C	Q9UNZ2	WHR	0.17
NSFL1C	Q9UNZ2	Body mass index	0.0998
NSFL1C	Q9UNZ2	Triglycerides	0.0655
NSFL1C	Q9UNZ2	WHR	0.0894
NT5C3A	Q9H0P0	Glomerular filtration rate (estimated)	-0.0108
NT5C3A	Q9H0P0	Height	-0.0212
NT5C3A	Q9H0P0	Glomerular filtration rate (estimated)	-0.0184
NT5C3B	Q969T7	Forced vital capacity (FVC)	-0.0242
NT5C3B	Q969T7	Low density lipoprotein cholesterol levels	-0.0252
NT5C3B	Q969T7	Pulse pressure	0.506
NT5C3B	Q969T7	Systolic blood pressure	0.508
NT5C3B	Q969T7	Total cholesterol levels	-0.0266
NT5E	P21589	Body fat-free mass	-0.0494
NTF3	P20783	Body fat mass	0.0774
NTF3	P20783	Body fat percentage	0.0549
NTF3	P20783	Body fat-free mass	0.0436
NTF3	P20783	Body mass index	0.0556
NTF3	P20783	Hip circumference	0.0766
NTF3	P20783	Waist circumference	0.0663
NTF3	P20783	Weight	0.0709
NUCB2	P80303	Diastolic blood pressure	-0.19
NUCB2	P80303	High density lipoprotein cholesterol levels	-0.0157
NUCB2	P80303	Low density lipoprotein cholesterol levels	-0.0158
NUCB2	P80303	Pulse pressure	-0.468
NUCB2	P80303	Systolic blood pressure	-0.659
NUCB2	P80303	Total cholesterol levels	-0.0215
NUDCD3	Q8IVD9	Body fat mass	0.138
NUDCD3	Q8IVD9	Educational attainment	0.16
NUDCD3	Q8IVD9	Height	0.103
NUDCD3	Q8IVD9	High density lipoprotein cholesterol levels	-0.102
NUDCD3	Q8IVD9	Low density lipoprotein cholesterol levels	0.165
NUDCD3	Q8IVD9	Mood swings	-0.077
NUDCD3	Q8IVD9	Body fat mass	0.0444
NUDCD3	Q8IVD9	Body mass index	0.0333
NUDCD3	Q8IVD9	Educational attainment	0.0509
NUDCD3	Q8IVD9	Height	0.032
NUDCD3	Q8IVD9	High density lipoprotein cholesterol levels	-0.032
NUDCD3	Q8IVD9	Mood swings	-0.0242
NUDCD3	Q8IVD9	Triglycerides	0.0365
NUDCD3	Q8IVD9	Weight	0.0379
NUDT16	Q96DE0	Body fat mass	-0.0267
NUDT2	P50583	Creatinine	0.0187
NUDT2	P50583	Height	0.00766
NUDT2	P50583	High density lipoprotein cholesterol levels	0.0107
NUDT2	P50583	Hypertension	-0.0038
NUDT2	P50583	Diastolic blood pressure	-0.295
NUDT2	P50583	Height	0.0191
NUDT2	P50583	Hypertension	-0.0165
NUDT2	P50583	Systolic blood pressure	-0.592
NUDT2	P50583	Triglycerides	-0.0257
NUDT2	P50583	Height	0.0139
NUDT2	P50583	Hypertension	-0.0127
NUDT2	P50583	Systolic blood pressure	-0.445
NUDT2	P50583	Triglycerides	-0.0178
NUDT2	P50583	Height	0.023
OBP2B	Q9NPH6	Apolipoprotein B	0.0368
OBP2B	Q9NPH6	Non-HDL cholesterol levels	0.048
OBP2B	Q9NPH6	Total cholesterol levels	0.0417
OBP2B	Q9NPH6	Low density lipoprotein cholesterol levels	0.027
OBP2B	Q9NPH6	Non-HDL cholesterol levels	0.0261
OBP2B	Q9NPH6	Total cholesterol levels	0.0273
OCLN	Q16625	Hypertension	-0.0336
OGFR	Q9NZT2	Height	-0.0999
OSMR	Q99650	IGF-1	-0.0793
OSMR	Q99650	IGF-1	-0.146
PACSIN3	Q9UKS6	Body fat-free mass	0.0694
PACSIN3	Q9UKS6	Cigarettes per day	0.265
PACSIN3	Q9UKS6	Non-HDL cholesterol levels	-0.0594
PACSIN3	Q9UKS6	Omega-3 fatty acids	-0.166
PADI2	Q9Y2J8	Rheumatoid arthritis	0.706
PAG1	Q9NWQ8	Cigarettes per day	0.296
PAM	P19021	Body mass index	-0.0146
PAM	P19021	Height	0.0176
PAM	P19021	IGF-1	-0.0205
PAM	P19021	Type 2 diabetes	-0.0801
PAM	P19021	WHR	0.012
PAM	P19021	Body mass index	-0.0231
PAM	P19021	Height	0.0189
PAM	P19021	Type 2 diabetes	-0.131
PAM	P19021	Fasting glucose	0.0136
PAM	P19021	Glomerular filtration rate (estimated)	-0.00188
PAPPA	Q13219	Diastolic blood pressure	-1.3
PAPPA	Q13219	Height	0.41
PAPPA	Q13219	Triglycerides	-0.132
PAPPA	Q13219	Type 2 diabetes	-0.616
PAPPA	Q13219	Urate	-0.183
PARD3	Q8TEW0	Body fat-free mass	-0.117
PARD3	Q8TEW0	Glomerular filtration rate (estimated)	0.0199
PARD3	Q8TEW0	Height	-0.0742
PARD3	Q8TEW0	Weight	-0.125
PARK7	Q99497	Body fat-free mass	0.0129
PARK7	Q99497	Crohn's disease	-0.128
PARK7	Q99497	Height	0.0186
PARK7	Q99497	Hip circumference	0.0158
PARK7	Q99497	Inflammatory bowel disease	-0.154
PARK7	Q99497	Ulcerative colitis	-0.17
PARK7	Q99497	Weight	0.0139
PARK7	Q99497	Crohn's disease	-0.52
PARK7	Q99497	Inflammatory bowel disease	-0.376
PARK7	Q99497	Body fat-free mass	0.0485
PARK7	Q99497	Crohn's disease	-0.483
PARK7	Q99497	Height	0.0703
PARK7	Q99497	Hip circumference	0.0601
PARK7	Q99497	Inflammatory bowel disease	-0.583
PARK7	Q99497	Ulcerative colitis	-0.643
PARP1	P09874	Descending aorta diameter	0.485
PARP1	P09874	Descending aorta diameter	0.183
PARP1	P09874	Triglycerides	-0.0608
PCBD1	P61457	Visceral adipose tissue (VAT)	-0.09
PCBD1	P61457	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	-0.0924
PCBD1	P61457	Visceral adipose tissue (VAT)	-0.213
PCBD1	P61457	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	-0.217
PCDH10	Q9P2E7	Body fat-free mass	-0.0405
PCDH17	O14917	Height	-0.0924
PCDH17	O14917	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.285
PCDH7	O60245	Body fat-free mass	-0.0649
PCDH7	O60245	Weight	-0.0755
PCSK7	Q16549	Apolipoprotein A1	-0.0595
PCSK7	Q16549	Height	0.0362
PCSK7	Q16549	Hypothyroidism/myxoedema	0.00967
PCSK7	Q16549	Total cholesterol levels	-0.0315
PCSK7	Q16549	Triglycerides	-0.0662
PCSK9	Q8NBP7	C-reactive protein	0.0269
PCSK9	Q8NBP7	Coronary artery disease	0.235
PCSK9	Q8NBP7	Docosahexaenoic acid	0.103
PCSK9	Q8NBP7	High density lipoprotein cholesterol levels	-0.0206
PCSK9	Q8NBP7	Linoleic acid	0.143
PCSK9	Q8NBP7	Omega-3 fatty acids	0.0832
PCSK9	Q8NBP7	Omega-6 fatty acids	0.149
PCSK9	Q8NBP7	Phosphatidylcholines	0.0717
PCSK9	Q8NBP7	Phosphoglycerides	0.0716
PCSK9	Q8NBP7	Polyunsaturated fatty acids	0.149
PCSK9	Q8NBP7	Total cholines	0.0957
PCSK9	Q8NBP7	C-reactive protein	0.0306
PCSK9	Q8NBP7	Coronary artery disease	0.267
PCSK9	Q8NBP7	Docosahexaenoic acid	0.117
PCSK9	Q8NBP7	High density lipoprotein cholesterol levels	-0.0231
PCSK9	Q8NBP7	Linoleic acid	0.162
PCSK9	Q8NBP7	Omega-3 fatty acids	0.0947
PCSK9	Q8NBP7	Omega-6 fatty acids	0.169
PCSK9	Q8NBP7	Peripheral artery disease	0.233
PCSK9	Q8NBP7	Phosphatidylcholines	0.081
PCSK9	Q8NBP7	Phosphoglycerides	0.081
PCSK9	Q8NBP7	Polyunsaturated fatty acids	0.17
PCSK9	Q8NBP7	Total cholines	0.108
PCSK9	Q8NBP7	Apolipoprotein B	0.392
PCSK9	Q8NBP7	C-reactive protein	0.0342
PCSK9	Q8NBP7	Concentration of intermediate-density lipoprotein particles	0.381
PCSK9	Q8NBP7	Coronary artery disease	0.299
PCSK9	Q8NBP7	Docosahexaenoic acid	0.129
PCSK9	Q8NBP7	High density lipoprotein cholesterol levels	-0.0263
PCSK9	Q8NBP7	Linoleic acid	0.18
PCSK9	Q8NBP7	Omega-3 fatty acids	0.105
PCSK9	Q8NBP7	Omega-6 fatty acids	0.188
PCSK9	Q8NBP7	Phosphatidylcholines	0.0916
PCSK9	Q8NBP7	Phosphoglycerides	0.0917
PCSK9	Q8NBP7	Polyunsaturated fatty acids	0.189
PCSK9	Q8NBP7	Remnant cholesterol	0.343
PCSK9	Q8NBP7	Saturated fatty acids	0.0919
PCSK9	Q8NBP7	Sphingomyelins	0.257
PCSK9	Q8NBP7	Total cholines	0.122
PCSK9	Q8NBP7	Very low-density lipoprotein cholesterol	0.272
PCSK9	Q8NBP7	Vitamin D	-0.0472
PCSK9	Q8NBP7	C-reactive protein	0.0256
PCSK9	Q8NBP7	Coronary artery disease	0.224
PCSK9	Q8NBP7	Docosahexaenoic acid	0.0967
PCSK9	Q8NBP7	High density lipoprotein cholesterol levels	-0.0195
PCSK9	Q8NBP7	Linoleic acid	0.135
PCSK9	Q8NBP7	Low density lipoprotein cholesterol levels	0.372
PCSK9	Q8NBP7	Non-HDL cholesterol levels	0.352
PCSK9	Q8NBP7	Omega-3 fatty acids	0.0787
PCSK9	Q8NBP7	Omega-6 fatty acids	0.141
PCSK9	Q8NBP7	Phosphatidylcholines	0.0681
PCSK9	Q8NBP7	Phosphoglycerides	0.0681
PCSK9	Q8NBP7	Polyunsaturated fatty acids	0.141
PCSK9	Q8NBP7	Saturated fatty acids	0.0678
PCSK9	Q8NBP7	Sphingomyelins	0.191
PCSK9	Q8NBP7	Total cholines	0.0907
PCSK9	Q8NBP7	Very low-density lipoprotein cholesterol	0.202
PCSK9	Q8NBP7	Vitamin D	-0.0346
PDCD5	O14737	HbA1c	-0.0152
PDCD5	O14737	Glomerular filtration rate (estimated)	-0.00608
PDCD5	O14737	HbA1c	-0.0371
PDCD5	O14737	HbA1c	-0.0274
PDCD5	O14737	HbA1c	-0.0356
PDCD5	O14737	Height	0.0172
PDE5A	O76074	Ascending aorta diameter	0.0452
PDE5A	O76074	Body fat-free mass	0.0112
PDE5A	O76074	Body mass index	0.0187
PDE5A	O76074	Coronary artery disease	-0.0573
PDE5A	O76074	Diastolic blood pressure	-0.284
PDE5A	O76074	Height	-0.0231
PDE5A	O76074	Systolic blood pressure	-0.341
PDE5A	O76074	Body fat-free mass	0.0124
PDE5A	O76074	Body mass index	0.0206
PDE5A	O76074	Coronary artery disease	-0.063
PDE5A	O76074	Diastolic blood pressure	-0.312
PDE5A	O76074	Height	-0.0254
PDE5A	O76074	Systolic blood pressure	-0.376
PDE5A	O76074	Body fat-free mass	0.0312
PDE5A	O76074	Body mass index	0.0518
PDE5A	O76074	Coronary artery disease	-0.161
PDE5A	O76074	Diastolic blood pressure	-0.794
PDE5A	O76074	Height	-0.0642
PDE5A	O76074	Systolic blood pressure	-0.954
PDE5A	O76074	Body fat-free mass	0.0292
PDE5A	O76074	Body mass index	0.0485
PDE5A	O76074	Coronary artery disease	-0.151
PDE5A	O76074	Diastolic blood pressure	-0.744
PDE5A	O76074	Height	-0.0601
PDE5A	O76074	Systolic blood pressure	-0.894
PDE5A	O76074	Body fat-free mass	0.0223
PDE5A	O76074	Body mass index	0.0374
PDE5A	O76074	Coronary artery disease	-0.115
PDE5A	O76074	Diastolic blood pressure	-0.569
PDE5A	O76074	Height	-0.0462
PDE5A	O76074	Systolic blood pressure	-0.682
PDE5A	O76074	Body fat-free mass	0.0163
PDE5A	O76074	Body mass index	0.0273
PDE5A	O76074	Coronary artery disease	-0.0835
PDE5A	O76074	Diastolic blood pressure	-0.415
PDE5A	O76074	Height	-0.0336
PDE5A	O76074	Systolic blood pressure	-0.497
PDE5A	O76074	Body fat-free mass	0.0358
PDE5A	O76074	Body mass index	0.0595
PDE5A	O76074	Coronary artery disease	-0.182
PDE5A	O76074	Diastolic blood pressure	-0.904
PDE5A	O76074	Height	-0.0735
PDE5A	O76074	Systolic blood pressure	-1.09
PDGFD	Q9GZP0	Apolipoprotein A1	0.0345
PDGFD	Q9GZP0	Height	0.0259
PDGFD	Q9GZP0	High density lipoprotein cholesterol levels	0.0286
PDGFD	Q9GZP0	Low density lipoprotein cholesterol levels	0.0352
PDGFD	Q9GZP0	Non-HDL cholesterol levels	0.0282
PDGFD	Q9GZP0	Sphingomyelins	0.0467
PDGFD	Q9GZP0	Total cholesterol levels	0.035
PDGFRA	P16234	Systolic blood pressure	-0.786
PDGFRA	P16234	Height	-0.0391
PDGFRA	P16234	Systolic blood pressure	-1.36
PDGFRA	P16234	Systolic blood pressure	-1.13
PDGFRA	P16234	Height	-0.0144
PDGFRA	P16234	Systolic blood pressure	-0.521
PDLIM7	Q9NR12	Coronary artery disease	-0.595
PDLIM7	Q9NR12	Forced expiratory volume in 1-second (FEV1)	0.202
PELO	Q9BRX2	Height	0.142
PELO	Q9BRX2	Height	0.0695
PENK	P01210	WHR	0.0133
PENK	P01210	WHR	0.0169
PEPD	P12955	Hip circumference	0.0207
PEPD	P12955	Low density lipoprotein cholesterol levels	-0.0148
PEPD	P12955	Polyunsaturated fatty acids	-0.0435
PEPD	P12955	Total cholesterol levels	-0.0206
PEPD	P12955	Visceral adipose tissue adjusted for BMI and height (VATadj)	-0.122
PEPD	P12955	WHR	-0.0495
PFKFB2	O60825	Atrial fibrillation	-0.146
PFKFB2	O60825	Body fat-free mass	-0.0288
PFKFB2	O60825	Diastolic blood pressure	-0.493
PFKFB2	O60825	Glomerular filtration rate (estimated)	-0.0106
PFKFB2	O60825	HbA1c	0.0303
PFKFB2	O60825	Triglycerides	0.0289
PFKFB2	O60825	Weight	-0.0389
PHLDB1	Q86UU1	C-reactive protein	0.199
PHLDB1	Q86UU1	Forced expiratory volume in 1-second (FEV1)	-0.169
PHLDB1	Q86UU1	Forced vital capacity (FVC)	0.255
PHLDB1	Q86UU1	Low density lipoprotein cholesterol levels	0.261
PHLDB1	Q86UU1	Total cholesterol levels	0.277
PIBF1	Q8WXW3	Glomerular filtration rate (estimated)	0.0194
PIBF1	Q8WXW3	Height	0.176
PIGR	P01833	Hypothyroidism/myxoedema	-0.00956
PIGR	P01833	Inflammatory bowel disease	-0.317
PIGR	P01833	Ulcerative colitis	-0.415
PIGR	P01833	Hypothyroidism/myxoedema	-0.0115
PIGR	P01833	Inflammatory bowel disease	-0.288
PIGR	P01833	Ulcerative colitis	-0.367
PIGR	P01833	Primary sclerosing cholangitis	-0.672
PIK3AP1	Q6ZUJ8	Low density lipoprotein cholesterol levels	-0.0319
PIK3IP1	Q96FE7	Height	-0.0122
PILRA	Q9UKJ1	Diastolic blood pressure	-0.297
PKD1	P98161	Apolipoprotein A1	0.0587
PKD1	P98161	Glomerular filtration rate (estimated)	-0.0098
PKD1	P98161	High density lipoprotein cholesterol levels	0.0411
PKD1	P98161	Pulse pressure	-0.631
PKD1	P98161	Total cholesterol levels	0.0454
PKD2	Q13563	C-reactive protein	0.127
PKD2	Q13563	High density lipoprotein cholesterol levels	0.0826
PKD2	Q13563	Urate	-0.937
PKN3	Q6P5Z2	Apolipoprotein B	-0.0797
PKN3	Q6P5Z2	High density lipoprotein cholesterol levels	-0.0457
PKN3	Q6P5Z2	Hypothyroidism/myxoedema	-0.0167
PKN3	Q6P5Z2	Low density lipoprotein cholesterol levels	-0.133
PKN3	Q6P5Z2	Non-HDL cholesterol levels	-0.114
PKN3	Q6P5Z2	Total cholesterol levels	-0.128
PLA2G15	Q8NCC3	Apolipoprotein A1	-0.111
PLA2G15	Q8NCC3	High density lipoprotein cholesterol levels	-0.117
PLAU	P00749	Forced expiratory volume in 1-second (FEV1)	0.025
PLAU	P00749	Glomerular filtration rate (estimated)	0.0029
PLAU	P00749	Height	-0.0133
PLAU	P00749	Systolic blood pressure	0.432
PLAU	P00749	Crohn's disease	-0.346
PLAU	P00749	Forced expiratory volume in 1-second (FEV1)	0.0284
PLAU	P00749	Glomerular filtration rate (estimated)	0.00418
PLAU	P00749	Height	-0.0243
PLAU	P00749	Inflammatory bowel disease	-0.238
PLAU	P00749	Systolic blood pressure	0.54
PLAU	P00749	Crohn's disease	-0.301
PLAU	P00749	Glomerular filtration rate (estimated)	0.00394
PLAU	P00749	Height	-0.0211
PLAU	P00749	High density lipoprotein cholesterol levels	0.0202
PLAU	P00749	Inflammatory bowel disease	-0.207
PLAU	P00749	Systolic blood pressure	0.466
PLCG1	P19174	Apolipoprotein B	0.164
PLCG1	P19174	C-reactive protein	0.0852
PLCG1	P19174	Concentration of intermediate-density lipoprotein particles	0.134
PLCG1	P19174	Docosahexaenoic acid	0.103
PLCG1	P19174	Glomerular filtration rate (estimated)	0.0104
PLCG1	P19174	Linoleic acid	0.145
PLCG1	P19174	Low density lipoprotein cholesterol levels	0.177
PLCG1	P19174	Non-HDL cholesterol levels	0.184
PLCG1	P19174	Omega-3 fatty acids	0.108
PLCG1	P19174	Omega-6 fatty acids	0.155
PLCG1	P19174	Phosphatidylcholines	0.107
PLCG1	P19174	Phosphoglycerides	0.115
PLCG1	P19174	Polyunsaturated fatty acids	0.161
PLCG1	P19174	Remnant cholesterol	0.157
PLCG1	P19174	Saturated fatty acids	0.118
PLCG1	P19174	Sphingomyelins	0.12
PLCG1	P19174	Total cholesterol levels	0.185
PLCG1	P19174	Total cholines	0.117
PLCG1	P19174	Triglycerides	0.0598
PLCG1	P19174	Very low-density lipoprotein cholesterol	0.157
PLCG1	P19174	WHR	0.0501
PLCG1	P19174	Apolipoprotein B	0.376
PLCG1	P19174	C-reactive protein	0.196
PLCG1	P19174	Concentration of intermediate-density lipoprotein particles	0.307
PLCG1	P19174	Docosahexaenoic acid	0.236
PLCG1	P19174	Glomerular filtration rate (estimated)	0.0239
PLCG1	P19174	Linoleic acid	0.333
PLCG1	P19174	Low density lipoprotein cholesterol levels	0.406
PLCG1	P19174	Non-HDL cholesterol levels	0.423
PLCG1	P19174	Omega-3 fatty acids	0.249
PLCG1	P19174	Omega-6 fatty acids	0.357
PLCG1	P19174	Phosphatidylcholines	0.247
PLCG1	P19174	Phosphoglycerides	0.265
PLCG1	P19174	Polyunsaturated fatty acids	0.371
PLCG1	P19174	Remnant cholesterol	0.361
PLCG1	P19174	Saturated fatty acids	0.272
PLCG1	P19174	Sphingomyelins	0.275
PLCG1	P19174	Total cholesterol levels	0.425
PLCG1	P19174	Total cholines	0.27
PLCG1	P19174	Triglycerides	0.137
PLCG1	P19174	Very low-density lipoprotein cholesterol	0.362
PLCG1	P19174	WHR	0.115
PLEKHO1	Q53GL0	Creatinine	-0.294
PLEKHO1	Q53GL0	Forced expiratory volume in 1-second (FEV1)	-0.146
PLEKHO1	Q53GL0	Schizophrenia	-0.871
PLG	P00747	Apolipoprotein A1	0.0982
PLG	P00747	Concentration of chylomicrons and extremely large VLDL	-0.186
PLG	P00747	Coronary artery disease	0.182
PLG	P00747	High density lipoprotein cholesterol levels	0.157
PLG	P00747	Low density lipoprotein cholesterol levels	0.0864
PLG	P00747	Non-HDL cholesterol levels	0.0538
PLG	P00747	Saturated fatty acids	-0.0876
PLG	P00747	Sphingomyelins	0.113
PLG	P00747	Total cholesterol levels	0.101
PLG	P00747	Triglycerides	-0.103
PLG	P00747	Valine	-0.0756
